-14.250000, 5.000000, -14.416667
-14.166667, 5.041667, -14.416667
-14.333333, 5.041667, -14.500000
-14.333333, 5.041667, -14.458333
-14.250000, 4.958333, -14.458333
-14.333333, 5.125000, -14.333333
-14.250000, 5.125000, -14.416667
-14.125000, 5.166667, -14.416667
-14.291667, 4.958333, -14.416667
-14.291667, 5.083333, -14.333333
-14.250000, 5.041667, -14.583333
-14.125000, 4.958333, -14.416667
-14.166667, 5.083333, -14.666667
-14.083333, 5.375000, -14.333333
-13.833333, 4.750000, -14.250000
-14.125000, 5.000000, -14.500000
-14.291667, 5.041667, -14.416667
-14.208333, 5.208333, -14.416667
-14.041667, 5.250000, -14.458333
-14.125000, 5.208333, -14.375000
-14.166667, 5.250000, -14.666667
-14.000000, 5.458333, -14.625000
-14.208333, 5.125000, -14.541667
-13.958333, 5.291667, -14.583333
-13.958333, 5.125000, -14.666667
-14.000000, 5.291667, -14.541667
-14.125000, 5.250000, -14.583333
-14.166667, 5.166667, -14.666667
-13.916667, 5.541667, -14.666667
-14.041667, 5.458333, -14.666667
-13.875000, 5.458333, -14.416667
-14.000000, 5.333333, -14.333333
-14.125000, 5.333333, -14.250000
-13.833333, 5.333333, -13.791667
-13.500000, 4.208333, -13.708333
-12.166667, 2.458333, -12.083333
-11.375000, 1.625000, -11.666667
-10.625000, 2.083333, -11.708333
-10.375000, 3.208333, -11.333333
-9.958333, 4.000000, -10.708333
-9.791667, 5.000000, -10.583333
-10.208333, 6.041667, -10.125000
-9.916667, 7.208333, -9.708333
-11.666667, 7.000000, -10.250000
-11.916667, 6.875000, -10.333333
-13.083333, 6.708333, -11.041667
-13.958333, 6.416667, -11.291667
-14.875000, 6.541667, -12.833333
-16.458333, 6.250000, -14.375000
-17.500000, 5.333333, -15.583333
-17.583333, 5.041667, -18.166667
-17.416667, 4.791667, -20.125000
-16.916667, 4.750000, -21.125000
-16.708333, 4.750000, -21.750000
-14.791667, 5.291667, -20.125000
-12.041667, 6.166667, -17.583333
-10.875000, 6.916667, -16.375000
-10.083333, 7.041667, -15.583333
-8.791667, 6.666667, -14.166667
-6.875000, 6.541667, -11.708333
-5.708333, 6.958333, -10.958333
-5.958333, 7.291667, -11.625000
-5.416667, 7.125000, -10.875000
-4.208333, 6.625000, -10.333333
-4.625000, 6.416667, -10.458333
-4.708333, 6.250000, -10.208333
-5.041667, 6.208333, -9.666667
-5.375000, 4.583333, -9.958333
-7.166667, 4.083333, -9.916667
-8.250000, 4.666667, -9.833333
-9.541667, 4.500000, -10.666667
-10.791667, 3.375000, -11.000000
-11.708333, 2.916667, -11.375000
-12.291667, 3.166667, -12.416667
-13.333333, 3.083333, -13.125000
-13.666667, 2.625000, -14.333333
-13.541667, 2.500000, -16.625000
-13.000000, 2.541667, -18.625000
-12.541667, 2.375000, -19.416667
-11.958333, 2.791667, -18.958333
-11.000000, 3.083333, -18.833333
-10.333333, 3.416667, -18.291667
-9.416667, 3.791667, -17.791667
-8.458333, 4.166667, -16.583333
-7.125000, 5.083333, -15.041667
-5.875000, 5.875000, -14.500000
-4.333333, 6.875000, -13.833333
-3.041667, 7.916667, -13.291667
-2.291667, 9.708333, -12.958333
-1.250000, 9.750000, -12.708333
-0.333333, 8.916667, -12.083333
-0.708333, 8.708333, -12.000000
-0.666667, 9.208333, -12.208333
-1.083333, 9.416667, -12.625000
-16.541667, 4.500000, -16.333333
-16.583333, 4.625000, -16.333333
-16.166667, 4.583333, -16.166667
-16.666667, 4.625000, -16.041667
-16.541667, 4.500000, -16.166667
-16.458333, 4.791667, -16.083333
-16.625000, 4.541667, -16.208333
-16.708333, 4.291667, -16.375000
-16.750000, 4.583333, -16.041667
-16.583333, 4.875000, -16.041667
-16.583333, 4.625000, -16.166667
-16.708333, 4.583333, -16.083333
-16.666667, 4.958333, -15.958333
-16.625000, 4.625000, -16.125000
-16.541667, 4.875000, -16.208333
-16.458333, 4.708333, -16.125000
-16.375000, 4.708333, -15.875000
-16.458333, 5.083333, -15.958333
-16.625000, 4.750000, -15.875000
-16.708333, 4.791667, -16.083333
-16.750000, 4.916667, -16.041667
-16.833333, 4.833333, -16.208333
-16.833333, 4.541667, -16.166667
-16.750000, 4.791667, -16.333333
-16.875000, 4.666667, -16.041667
-17.041667, 4.875000, -16.208333
-16.708333, 4.708333, -16.083333
-16.833333, 4.666667, -16.041667
-16.458333, 5.000000, -16.208333
-16.791667, 4.791667, -16.500000
-16.875000, 4.708333, -16.000000
-16.708333, 4.666667, -16.041667
-16.583333, 4.500000, -15.833333
-16.541667, 4.583333, -15.583333
-16.208333, 4.208333, -15.166667
-15.541667, 2.958333, -14.875000
-14.750000, 1.625000, -13.916667
-13.208333, 0.833333, -12.541667
-12.458333, 2.166667, -12.166667
-12.666667, 2.958333, -12.125000
-12.291667, 3.958333, -11.291667
-12.291667, 4.708333, -10.791667
-11.583333, 5.833333, -10.083333
-11.833333, 6.458333, -10.083333
-12.500000, 6.666667, -10.291667
-13.791667, 6.583333, -10.916667
-14.791667, 6.041667, -11.125000
-15.916667, 5.875000, -12.375000
-16.625000, 5.333333, -14.458333
-18.875000, 4.333333, -19.208333
-19.375000, 4.208333, -20.250000
-19.958333, 3.833333, -23.000000
-19.416667, 3.666667, -24.375000
-19.125000, 3.958333, -24.666667
-17.958333, 4.625000, -23.791667
-16.083333, 5.458333, -22.541667
-15.041667, 5.958333, -21.708333
-13.541667, 6.375000, -20.666667
-12.416667, 6.833333, -18.958333
-11.333333, 6.916667, -17.875000
-10.250000, 7.166667, -16.000000
-8.333333, 7.458333, -14.291667
-7.625000, 7.125000, -12.416667
-6.958333, 7.625000, -11.541667
-5.416667, 7.666667, -10.791667
-4.541667, 7.083333, -10.500000
-4.583333, 6.708333, -10.833333
-5.625000, 6.250000, -11.250000
-5.916667, 6.583333, -10.541667
-6.041667, 6.083333, -10.291667
-6.541667, 5.375000, -10.375000
-7.666667, 4.333333, -10.500000
-8.875000, 4.458333, -11.125000
-11.458333, 4.166667, -11.125000
-12.666667, 4.000000, -12.250000
-12.916667, 3.375000, -11.916667
-12.916667, 3.500000, -12.000000
-12.875000, 3.208333, -12.583333
-12.750000, 3.666667, -14.291667
-11.916667, 4.291667, -14.375000
-10.375000, 4.958333, -13.750000
-9.625000, 5.041667, -13.458333
-8.708333, 4.333333, -13.500000
-7.208333, 4.125000, -12.833333
-6.541667, 4.375000, -12.041667
-5.666667, 5.250000, -13.000000
-4.958333, 5.041667, -12.833333
-3.833333, 5.458333, -12.708333
-2.250000, 6.375000, -11.958333
-1.333333, 7.166667, -11.833333
-1.416667, 7.500000, -12.083333
-1.541667, 8.041667, -12.291667
-1.916667, 7.458333, -12.083333
-2.166667, 7.750000, -12.333333
-2.750000, 7.791667, -12.000000
-4.541667, 8.958333, -12.083333
-6.041667, 9.291667, -14.000000
-17.500000, 4.041667, -11.000000
-17.500000, 4.041667, -10.916667
-17.375000, 4.083333, -10.916667
-17.416667, 4.166667, -11.041667
-17.625000, 4.125000, -11.125000
-17.583333, 4.125000, -11.000000
-17.500000, 4.041667, -11.208333
-17.541667, 4.041667, -11.291667
